Time, Oxygen, Tau - Phase Method, Sensor Temperature, Air Pressure
2013-05-23 14:39:38.1, 71.19534, 2.407421, 11.94258, 101.843
2013-05-23 14:39:39.1, 71.21536, 2.407335, 11.94116, 101.8428
2013-05-23 14:39:40.2, 71.18326, 2.407474, 11.93947, 101.8423
2013-05-23 14:39:41.3, 71.19632, 2.407417, 11.93837, 101.844
2013-05-23 14:39:42.3, 71.29355, 2.406995, 11.93729, 101.845
2013-05-23 14:39:43.4, 71.24814, 2.407192, 11.93639, 101.8452
2013-05-23 14:39:44.6, 71.07785, 2.407932, 11.93497, 101.8452
2013-05-23 14:39:45.8, 71.1691, 2.407535, 11.93439, 101.8455
2013-05-23 14:39:46.8, 71.17014, 2.407531, 11.93405, 101.8462
2013-05-23 14:39:47.8, 71.35892, 2.406712, 11.93338, 101.8494
2013-05-23 14:39:48.8, 71.24387, 2.407211, 11.93274, 101.8491
2013-05-23 14:39:49.9, 71.38138, 2.406614, 11.93233, 101.8477
2013-05-23 14:39:51.3, 71.15591, 2.407593, 11.9314, 101.8455
2013-05-23 14:39:52.3, 71.10513, 2.407813, 11.93025, 101.8428
2013-05-23 14:39:53.3, 71.27969, 2.407055, 11.92909, 101.843
2013-05-23 14:39:54.4, 71.32864, 2.406843, 11.92793, 101.8428
2013-05-23 14:39:55.5, 71.26224, 2.407131, 11.92683, 101.8438
2013-05-23 14:39:56.8, 71.1445, 2.407642, 11.92546, 101.8416
2013-05-23 14:39:57.9, 71.30417, 2.406949, 11.92471, 101.8413
2013-05-23 14:39:59.0, 71.1423, 2.407652, 11.92361, 101.8416
2013-05-23 14:40:00.1, 71.2023, 2.407391, 11.923, 101.843
2013-05-23 14:40:01.2, 71.27524, 2.407075, 11.92265, 101.845
2013-05-23 14:40:02.3, 71.19083, 2.407441, 11.92285, 101.8442
2013-05-23 14:40:03.3, 71.19827, 2.407409, 11.92336, 101.8435
2013-05-23 14:40:04.9, 71.2197, 2.407316, 11.92522, 101.8438
2013-05-23 14:40:06.0, 71.23062, 2.407268, 11.92616, 101.8442
2013-05-23 14:40:07.0, 71.08426, 2.407904, 11.92749, 101.8445
2013-05-23 14:40:08.0, 71.11478, 2.407771, 11.92833, 101.8428
2013-05-23 14:40:09.1, 71.02524, 2.40816, 11.92966, 101.8435
2013-05-23 14:40:10.1, 71.15457, 2.407598, 11.93143, 101.8442
2013-05-23 14:40:11.2, 71.17661, 2.407503, 11.93323, 101.843
2013-05-23 14:40:12.4, 71.12839, 2.407712, 11.93491, 101.8428
2013-05-23 14:40:13.5, 71.12473, 2.407728, 11.93593, 101.8435
2013-05-23 14:40:14.6, 71.14603, 2.407635, 11.93629, 101.8428
2013-05-23 14:40:15.7, 71.13852, 2.407668, 11.93675, 101.8438
2013-05-23 14:40:16.8, 71.13705, 2.407675, 11.93701, 101.8435
2013-05-23 14:40:17.8, 71.05966, 2.40801, 11.93727, 101.8442
2013-05-23 14:40:18.9, 71.14291, 2.407649, 11.93704, 101.845
2013-05-23 14:40:20.1, 71.03458, 2.408119, 11.93658, 101.8435
2013-05-23 14:40:21.2, 70.94424, 2.408512, 11.93625, 101.8435
2013-05-23 14:40:22.2, 71.0563, 2.408025, 11.93553, 101.8467
2013-05-23 14:40:23.3, 71.06662, 2.40798, 11.93449, 101.8474
2013-05-23 14:40:24.3, 71.14029, 2.40766, 11.93373, 101.8464
2013-05-23 14:40:26.0, 71.07773, 2.407932, 11.93332, 101.8457
2013-05-23 14:40:27.2, 71.09323, 2.407865, 11.93394, 101.8467
2013-05-23 14:40:28.2, 71.06064, 2.408006, 11.93452, 101.8452
2013-05-23 14:40:29.3, 71.08884, 2.407884, 11.93556, 101.844
2013-05-23 14:40:30.4, 71.14774, 2.407628, 11.93567, 101.8459
2013-05-23 14:40:31.4, 71.18216, 2.407479, 11.93558, 101.8462
2013-05-23 14:40:33.1, 71.08701, 2.407892, 11.93706, 101.8462
2013-05-23 14:40:34.3, 71.08279, 2.40791, 11.93794, 101.8472
2013-05-23 14:40:35.3, 71.09311, 2.407865, 11.93866, 101.8481
2013-05-23 14:40:36.4, 71.03745, 2.408107, 11.93852, 101.8474
2013-05-23 14:40:37.5, 71.09195, 2.407871, 11.93787, 101.8455
2013-05-23 14:40:38.6, 71.03555, 2.408115, 11.93668, 101.845
2013-05-23 14:40:40.0, 70.93735, 2.408542, 11.93538, 101.844
2013-05-23 14:40:41.0, 70.92337, 2.408603, 11.93463, 101.8423
2013-05-23 14:40:42.2, 70.94235, 2.40852, 11.93381, 101.8416
2013-05-23 14:40:43.4, 70.8862, 2.408764, 11.93179, 101.8423
2013-05-23 14:40:44.5, 70.96188, 2.408435, 11.93022, 101.8411
2013-05-23 14:40:45.6, 70.99496, 2.408292, 11.92827, 101.8408
2013-05-23 14:40:47.1, 70.99844, 2.408276, 11.92627, 101.8413
2013-05-23 14:40:48.1, 71.02365, 2.408167, 11.92526, 101.8435
2013-05-23 14:40:49.4, 70.97421, 2.408382, 11.92455, 101.8433
2013-05-23 14:40:50.6, 71.09628, 2.407851, 11.9238, 101.8447
2013-05-23 14:40:51.7, 70.94431, 2.408512, 11.923, 101.8452
2013-05-23 14:40:52.7, 71.03305, 2.408126, 11.922, 101.8455
2013-05-23 14:40:54.1, 70.98569, 2.408332, 11.92142, 101.844
2013-05-23 14:40:55.2, 71.06595, 2.407983, 11.92142, 101.8442
2013-05-23 14:40:56.3, 71.02615, 2.408156, 11.92134, 101.8464
2013-05-23 14:40:57.4, 71.07358, 2.40795, 11.92088, 101.8477
2013-05-23 14:40:58.7, 71.06113, 2.408004, 11.92056, 101.8467
2013-05-23 14:40:59.8, 70.88339, 2.408776, 11.92032, 101.8481
2013-05-23 14:41:00.8, 70.89438, 2.408729, 11.91995, 101.8455
2013-05-23 14:41:01.9, 70.9996, 2.408271, 11.91992, 101.8467
2013-05-23 14:41:02.9, 71.0903, 2.407877, 11.91995, 101.8462
2013-05-23 14:41:04.1, 70.98532, 2.408334, 11.91994, 101.8452
2013-05-23 14:41:05.1, 70.85489, 2.4089, 11.92021, 101.844
2013-05-23 14:41:06.2, 70.96957, 2.408402, 11.92053, 101.8413
2013-05-23 14:41:07.2, 70.94412, 2.408512, 11.92067, 101.8411
2013-05-23 14:41:08.2, 70.97928, 2.40836, 11.92047, 101.8398
2013-05-23 14:41:09.3, 70.83456, 2.408988, 11.92088, 101.8394
2013-05-23 14:41:10.3, 70.93686, 2.408544, 11.92082, 101.8403
2013-05-23 14:41:11.5, 70.95926, 2.408447, 11.92085, 101.8403
2013-05-23 14:41:12.6, 71.00986, 2.408227, 11.92107, 101.8394
2013-05-23 14:41:13.6, 70.93973, 2.408531, 11.92194, 101.8408
2013-05-23 14:41:14.8, 70.965, 2.408422, 11.92325, 101.8406
2013-05-23 14:41:15.8, 70.93747, 2.408541, 11.92424, 101.8413
2013-05-23 14:41:16.9, 70.98282, 2.408345, 11.92516, 101.8413
2013-05-23 14:41:17.9, 70.90921, 2.408664, 11.92625, 101.8416
2013-05-23 14:41:19.0, 70.95615, 2.40846, 11.9274, 101.8433
2013-05-23 14:41:20.1, 70.90244, 2.408694, 11.92841, 101.8416
2013-05-23 14:41:21.1, 70.81064, 2.409092, 11.9297, 101.8428
2013-05-23 14:41:22.2, 70.79642, 2.409154, 11.93071, 101.8408
2013-05-23 14:41:23.3, 70.9053, 2.408681, 11.93155, 101.8416
2013-05-23 14:41:24.3, 70.87399, 2.408817, 11.93211, 101.8408
2013-05-23 14:41:25.3, 70.9064, 2.408676, 11.93279, 101.8411
2013-05-23 14:41:26.4, 70.93021, 2.408573, 11.93359, 101.8406
2013-05-23 14:41:27.4, 70.91214, 2.408651, 11.93417, 101.8403
2013-05-23 14:41:28.8, 70.8848, 2.40877, 11.93471, 101.8376
2013-05-23 14:41:30.1, 70.83701, 2.408978, 11.93484, 101.8394
2013-05-23 14:41:31.1, 70.89114, 2.408743, 11.93449, 101.8386
2013-05-23 14:41:32.1, 70.73605, 2.409417, 11.93417, 101.8389
2013-05-23 14:41:33.2, 70.77444, 2.40925, 11.93329, 101.8379
2013-05-23 14:41:34.3, 70.84048, 2.408963, 11.93262, 101.8386
2013-05-23 14:41:35.9, 70.89767, 2.408714, 11.93077, 101.8394
2013-05-23 14:41:36.9, 70.91403, 2.408643, 11.93007, 101.8416
2013-05-23 14:41:38.2, 70.8588, 2.408883, 11.92973, 101.8413
2013-05-23 14:41:39.3, 70.86111, 2.408873, 11.93066, 101.8406
2013-05-23 14:41:40.3, 70.91043, 2.408659, 11.93077, 101.8403
2013-05-23 14:41:41.4, 70.82382, 2.409035, 11.93143, 101.8401
2013-05-23 14:41:42.9, 71.00662, 2.408241, 11.93263, 101.8406
2013-05-23 14:41:43.9, 70.90854, 2.408667, 11.93262, 101.8394
2013-05-23 14:41:44.9, 70.80911, 2.409099, 11.93301, 101.8411
2013-05-23 14:41:46.3, 70.82547, 2.409028, 11.93376, 101.8394
2013-05-23 14:41:47.3, 70.79391, 2.409165, 11.93329, 101.8396
2013-05-23 14:41:48.5, 70.76895, 2.409274, 11.93225, 101.8401
2013-05-23 14:41:50.0, 70.76846, 2.409276, 11.9306, 101.8428
2013-05-23 14:41:51.1, 70.73984, 2.4094, 11.93039, 101.8445
2013-05-23 14:41:52.1, 70.7352, 2.409421, 11.92941, 101.8459
2013-05-23 14:41:53.5, 70.7897, 2.409184, 11.92805, 101.8484
2013-05-23 14:41:54.5, 70.78549, 2.409202, 11.92706, 101.8479
2013-05-23 14:41:55.6, 70.84744, 2.408933, 11.92574, 101.8484
2013-05-23 14:41:56.8, 70.73099, 2.409439, 11.92462, 101.8477
2013-05-23 14:41:57.8, 70.69333, 2.409603, 11.92384, 101.8479
2013-05-23 14:41:58.9, 70.83365, 2.408993, 11.92328, 101.8486
2013-05-23 14:41:59.9, 70.7355, 2.409419, 11.92259, 101.8469
2013-05-23 14:42:01.0, 70.79221, 2.409173, 11.92082, 101.8459
2013-05-23 14:42:02.2, 70.66696, 2.409717, 11.91966, 101.8442
2013-05-23 14:42:03.8, 70.8989, 2.408709, 11.91858, 101.842
2013-05-23 14:42:04.8, 70.76547, 2.409289, 11.9178, 101.8411
2013-05-23 14:42:05.9, 70.72018, 2.409486, 11.91713, 101.8394
2013-05-23 14:42:07.0, 70.74149, 2.409393, 11.91666, 101.8411
2013-05-23 14:42:08.0, 70.73477, 2.409422, 11.91579, 101.8403
2013-05-23 14:42:09.1, 70.72751, 2.409454, 11.91502, 101.8391
2013-05-23 14:42:10.7, 70.82968, 2.40901, 11.91469, 101.8398
2013-05-23 14:42:11.8, 70.87302, 2.408821, 11.91455, 101.8394
2013-05-23 14:42:12.9, 70.75436, 2.409337, 11.91437, 101.8394
2013-05-23 14:42:14.0, 70.7529, 2.409344, 11.91415, 101.8403
2013-05-23 14:42:15.0, 70.75211, 2.409347, 11.91464, 101.8411
2013-05-23 14:42:16.1, 70.79868, 2.409145, 11.91467, 101.8416
2013-05-23 14:42:17.7, 70.67447, 2.409685, 11.91507, 101.8428
2013-05-23 14:42:18.8, 70.76022, 2.409312, 11.91521, 101.8423
2013-05-23 14:42:19.9, 70.7197, 2.409488, 11.9151, 101.8416
2013-05-23 14:42:21.0, 70.71744, 2.409498, 11.9151, 101.842
2013-05-23 14:42:22.2, 70.70688, 2.409544, 11.91525, 101.8435
2013-05-23 14:42:23.2, 70.67392, 2.409687, 11.91551, 101.8438
2013-05-23 14:42:24.7, 70.70779, 2.40954, 11.91518, 101.844
2013-05-23 14:42:25.8, 70.64114, 2.40983, 11.91577, 101.8418
2013-05-23 14:42:26.9, 70.56857, 2.410145, 11.91568, 101.8413
2013-05-23 14:42:28.0, 70.74704, 2.409369, 11.91632, 101.8408
2013-05-23 14:42:29.1, 70.61374, 2.409949, 11.91728, 101.8398
2013-05-23 14:42:30.1, 70.71146, 2.409524, 11.9183, 101.8379
2013-05-23 14:42:31.7, 70.81473, 2.409075, 11.91959, 101.8364
2013-05-23 14:42:33.0, 70.63986, 2.409835, 11.92079, 101.8357
2013-05-23 14:42:34.1, 70.66843, 2.409711, 11.92194, 101.8362
2013-05-23 14:42:35.1, 70.75699, 2.409326, 11.92297, 101.8364
2013-05-23 14:42:36.1, 70.67221, 2.409694, 11.92392, 101.8379
2013-05-23 14:42:37.2, 70.70718, 2.409543, 11.9252, 101.8379
2013-05-23 14:42:38.8, 70.71426, 2.409512, 11.92636, 101.8381
2013-05-23 14:42:40.0, 70.6467, 2.409806, 11.9268, 101.8406
2013-05-23 14:42:41.0, 70.71249, 2.409519, 11.92685, 101.843
2013-05-23 14:42:42.2, 70.6713, 2.409698, 11.92645, 101.8428
2013-05-23 14:42:43.2, 70.69101, 2.409613, 11.92613, 101.8433
2013-05-23 14:42:44.4, 70.60397, 2.409991, 11.92577, 101.8425
2013-05-23 14:42:45.8, 70.68588, 2.409635, 11.9254, 101.8416
2013-05-23 14:42:46.9, 70.616, 2.409939, 11.9252, 101.8398
2013-05-23 14:42:48.2, 70.62302, 2.409909, 11.92401, 101.8403
2013-05-23 14:42:49.2, 70.66324, 2.409733, 11.92342, 101.8386
2013-05-23 14:42:50.3, 70.57614, 2.410112, 11.92276, 101.8372
2013-05-23 14:42:51.3, 70.56516, 2.41016, 11.9227, 101.8352
2013-05-23 14:42:52.5, 70.59488, 2.410031, 11.92294, 101.834
2013-05-23 14:42:53.6, 70.6163, 2.409938, 11.92346, 101.834
2013-05-23 14:42:54.6, 70.68362, 2.409645, 11.92369, 101.8345
2013-05-23 14:42:55.7, 70.59244, 2.410042, 11.92363, 101.834
2013-05-23 14:42:56.8, 70.55093, 2.410222, 11.92308, 101.8352
2013-05-23 14:42:58.0, 70.57571, 2.410114, 11.92271, 101.8362
2013-05-23 14:42:59.3, 70.5488, 2.410231, 11.92241, 101.8386
2013-05-23 14:43:00.3, 70.55679, 2.410197, 11.92204, 101.8386
2013-05-23 14:43:01.4, 70.55496, 2.410205, 11.92148, 101.8398
2013-05-23 14:43:02.5, 70.58109, 2.410091, 11.92047, 101.8403
2013-05-23 14:43:03.5, 70.5134, 2.410385, 11.91887, 101.8411
2013-05-23 14:43:04.5, 70.64713, 2.409804, 11.91776, 101.8416
2013-05-23 14:43:05.5, 70.49442, 2.410468, 11.9167, 101.8435
2013-05-23 14:43:07.2, 70.57315, 2.410125, 11.91496, 101.845
2013-05-23 14:43:08.4, 70.58939, 2.410055, 11.91461, 101.843
2013-05-23 14:43:09.5, 70.50967, 2.410402, 11.91403, 101.8428
2013-05-23 14:43:10.6, 70.51334, 2.410386, 11.91321, 101.8425
2013-05-23 14:43:11.7, 70.51114, 2.410395, 11.91287, 101.8428
2013-05-23 14:43:12.7, 70.5704, 2.410137, 11.91252, 101.8418
2013-05-23 14:43:14.1, 70.56009, 2.410182, 11.91171, 101.8423
2013-05-23 14:43:15.1, 70.56619, 2.410156, 11.91104, 101.8423
2013-05-23 14:43:16.1, 70.47903, 2.410535, 11.91057, 101.8411
2013-05-23 14:43:17.1, 70.65091, 2.409787, 11.91019, 101.8411
2013-05-23 14:43:18.1, 70.59012, 2.410052, 11.90956, 101.8418
2013-05-23 14:43:19.2, 70.564, 2.410165, 11.90913, 101.8428
2013-05-23 14:43:20.2, 70.55685, 2.410196, 11.90909, 101.843
2013-05-23 14:43:21.2, 70.5192, 2.41036, 11.90959, 101.8423
2013-05-23 14:43:22.3, 70.56778, 2.410149, 11.91008, 101.8425
2013-05-23 14:43:23.4, 70.46469, 2.410597, 11.91124, 101.842
2013-05-23 14:43:24.6, 70.58725, 2.410064, 11.91223, 101.8401
2013-05-23 14:43:25.6, 70.49893, 2.410448, 11.91336, 101.8386
2013-05-23 14:43:26.7, 70.49985, 2.410444, 11.91438, 101.8376
2013-05-23 14:43:27.8, 70.68814, 2.409625, 11.91594, 101.8381
2013-05-23 14:43:28.8, 70.61649, 2.409937, 11.91805, 101.8367
2013-05-23 14:43:29.9, 70.46475, 2.410597, 11.92064, 101.8369
2013-05-23 14:43:31.0, 70.59586, 2.410027, 11.92255, 101.8372
2013-05-23 14:43:32.2, 70.50558, 2.410419, 11.92474, 101.8374
2013-05-23 14:43:33.2, 70.53397, 2.410296, 11.92682, 101.8394
2013-05-23 14:43:34.9, 70.54465, 2.410249, 11.92963, 101.8401
2013-05-23 14:43:35.9, 70.62198, 2.409913, 11.93144, 101.8403
2013-05-23 14:43:37.1, 70.51468, 2.41038, 11.93323, 101.8401
2013-05-23 14:43:38.2, 70.44876, 2.410667, 11.93468, 101.8401
2013-05-23 14:43:39.3, 70.47208, 2.410565, 11.93549, 101.8391
2013-05-23 14:43:40.3, 70.44894, 2.410666, 11.93665, 101.8381
2013-05-23 14:43:41.9, 70.54507, 2.410248, 11.93819, 101.8389
2013-05-23 14:43:42.9, 70.45187, 2.410653, 11.93916, 101.8374
2013-05-23 14:43:44.0, 70.4642, 2.4106, 11.93944, 101.8376
2013-05-23 14:43:45.0, 70.45547, 2.410637, 11.93997, 101.8376
2013-05-23 14:43:46.1, 70.46225, 2.410608, 11.94077, 101.8367
2013-05-23 14:43:47.1, 70.57071, 2.410136, 11.94154, 101.8359
2013-05-23 14:43:48.2, 70.38821, 2.41093, 11.94206, 101.8369
2013-05-23 14:43:49.2, 70.43161, 2.410741, 11.94237, 101.8394
2013-05-23 14:43:50.2, 70.44174, 2.410697, 11.94223, 101.8389
2013-05-23 14:43:51.3, 70.50589, 2.410418, 11.94139, 101.8391
2013-05-23 14:43:52.4, 70.34238, 2.41113, 11.9411, 101.8394
2013-05-23 14:43:53.5, 70.52896, 2.410318, 11.94127, 101.8406
2013-05-23 14:43:54.6, 70.38687, 2.410936, 11.94189, 101.8406
2013-05-23 14:43:55.8, 70.29514, 2.411336, 11.94205, 101.8413
2013-05-23 14:43:56.9, 70.38498, 2.410944, 11.94244, 101.8425
2013-05-23 14:43:58.1, 70.39676, 2.410893, 11.94254, 101.8435
2013-05-23 14:43:59.2, 70.53531, 2.41029, 11.94301, 101.8442
2013-05-23 14:44:00.3, 70.34799, 2.411105, 11.94298, 101.8442
2013-05-23 14:44:01.4, 70.42819, 2.410756, 11.94278, 101.8447
2013-05-23 14:44:02.9, 70.51334, 2.410386, 11.94183, 101.8442
2013-05-23 14:44:03.9, 70.32162, 2.41122, 11.94086, 101.845
2013-05-23 14:44:05.2, 70.41104, 2.410831, 11.93973, 101.8457
2013-05-23 14:44:06.3, 70.45511, 2.410639, 11.93918, 101.8457
2013-05-23 14:44:07.3, 70.50003, 2.410444, 11.9386, 101.8455
2013-05-23 14:44:08.4, 70.36203, 2.411044, 11.9379, 101.8467
2013-05-23 14:44:09.9, 70.35373, 2.411081, 11.93706, 101.8474
2013-05-23 14:44:11.0, 70.39609, 2.410896, 11.93651, 101.8484
2013-05-23 14:44:12.2, 70.42337, 2.410777, 11.93623, 101.8484
2013-05-23 14:44:13.3, 70.39713, 2.410892, 11.93565, 101.8499
2013-05-23 14:44:14.4, 70.46622, 2.410591, 11.93509, 101.8481
2013-05-23 14:44:15.4, 70.34262, 2.411129, 11.93489, 101.8491
2013-05-23 14:44:17.0, 70.32291, 2.411215, 11.93329, 101.8481
2013-05-23 14:44:18.1, 70.4332, 2.410735, 11.93263, 101.8479
2013-05-23 14:44:19.5, 70.33786, 2.41115, 11.93205, 101.8467
2013-05-23 14:44:20.5, 70.37137, 2.411004, 11.93234, 101.8462
2013-05-23 14:44:21.6, 70.43423, 2.41073, 11.93358, 101.8445
2013-05-23 14:44:22.7, 70.38773, 2.410933, 11.93489, 101.844
2013-05-23 14:44:23.7, 70.41525, 2.410813, 11.93625, 101.8425
2013-05-23 14:44:24.8, 70.4451, 2.410683, 11.93779, 101.8425
2013-05-23 14:44:25.9, 70.35556, 2.411072, 11.9389, 101.8411
2013-05-23 14:44:26.9, 70.43924, 2.410708, 11.94005, 101.842
2013-05-23 14:44:27.9, 70.38419, 2.410948, 11.94055, 101.8418
2013-05-23 14:44:29.0, 70.34195, 2.411132, 11.94167, 101.8411
2013-05-23 14:44:30.1, 70.29453, 2.411338, 11.942, 101.8411
2013-05-23 14:44:31.1, 70.32028, 2.411226, 11.94209, 101.8413
2013-05-23 14:44:32.3, 70.30032, 2.411313, 11.94194, 101.8408
2013-05-23 14:44:33.3, 70.35226, 2.411087, 11.9417, 101.8418
2013-05-23 14:44:34.5, 70.40921, 2.410839, 11.9415, 101.8413
2013-05-23 14:44:35.6, 70.27951, 2.411404, 11.94189, 101.8408
2013-05-23 14:44:36.6, 70.26987, 2.411446, 11.94223, 101.8418
2013-05-23 14:44:37.7, 70.40536, 2.410856, 11.94307, 101.8413
2013-05-23 14:44:38.8, 70.28799, 2.411366, 11.94319, 101.8413
2013-05-23 14:44:39.8, 70.33066, 2.411181, 11.94377, 101.8423
2013-05-23 14:44:41.0, 70.25479, 2.411511, 11.9438, 101.8425
2013-05-23 14:44:42.1, 70.27548, 2.411421, 11.94299, 101.8442
2013-05-23 14:44:43.1, 70.24576, 2.411551, 11.94243, 101.8459
2013-05-23 14:44:44.7, 70.33511, 2.411162, 11.94102, 101.8464
2013-05-23 14:44:45.8, 70.31155, 2.411264, 11.93968, 101.8447
2013-05-23 14:44:46.8, 70.28897, 2.411362, 11.93797, 101.8447
2013-05-23 14:44:47.9, 70.26828, 2.411453, 11.93721, 101.843
2013-05-23 14:44:48.9, 70.22623, 2.411636, 11.93626, 101.8433
2013-05-23 14:44:50.0, 70.29977, 2.411315, 11.93503, 101.8423
2013-05-23 14:44:51.0, 70.1442, 2.411993, 11.93437, 101.8401
2013-05-23 14:44:52.1, 70.32828, 2.411191, 11.93481, 101.8374
2013-05-23 14:44:53.1, 70.22659, 2.411634, 11.93582, 101.8352
2013-05-23 14:44:54.2, 70.19907, 2.411754, 11.93678, 101.835
2013-05-23 14:44:55.3, 70.29086, 2.411354, 11.93756, 101.8359
2013-05-23 14:44:56.4, 70.14328, 2.411997, 11.93834, 101.8352
2013-05-23 14:44:57.4, 70.29251, 2.411347, 11.93893, 101.8352
2013-05-23 14:44:58.7, 70.18759, 2.411804, 11.93866, 101.8354
2013-05-23 14:44:59.8, 70.28311, 2.411388, 11.93874, 101.8345
2013-05-23 14:45:01.1, 70.2352, 2.411597, 11.93915, 101.8357
2013-05-23 14:45:02.1, 70.40219, 2.41087, 11.93851, 101.8389
2013-05-23 14:45:03.2, 70.2717, 2.411438, 11.93762, 101.8394
2013-05-23 14:45:04.2, 70.29324, 2.411344, 11.93683, 101.8403
2013-05-23 14:45:05.7, 70.27328, 2.411431, 11.93581, 101.8423
2013-05-23 14:45:06.8, 70.32712, 2.411196, 11.9352, 101.843
2013-05-23 14:45:07.8, 70.23764, 2.411586, 11.93495, 101.843
2013-05-23 14:45:09.0, 70.33224, 2.411174, 11.93478, 101.8442
2013-05-23 14:45:10.1, 70.22452, 2.411643, 11.9344, 101.8435
2013-05-23 14:45:11.2, 70.24301, 2.411563, 11.93413, 101.8425
2013-05-23 14:45:12.8, 70.27347, 2.41143, 11.93362, 101.8411
2013-05-23 14:45:14.1, 70.29477, 2.411337, 11.93355, 101.8413
2013-05-23 14:45:15.2, 70.21249, 2.411696, 11.93346, 101.8394
2013-05-23 14:45:16.2, 70.19418, 2.411775, 11.93297, 101.8386
2013-05-23 14:45:17.3, 70.30435, 2.411296, 11.93228, 101.8376
2013-05-23 14:45:18.3, 70.22525, 2.41164, 11.93195, 101.8376
2013-05-23 14:45:19.8, 70.25833, 2.411496, 11.93147, 101.8379
2013-05-23 14:45:20.9, 70.20224, 2.41174, 11.93066, 101.8406
2013-05-23 14:45:22.0, 70.17661, 2.411852, 11.92984, 101.842
2013-05-23 14:45:23.4, 70.29269, 2.411346, 11.92894, 101.8435
2013-05-23 14:45:24.4, 70.21609, 2.41168, 11.92804, 101.843
2013-05-23 14:45:25.5, 70.31558, 2.411247, 11.92757, 101.8447
2013-05-23 14:45:27.1, 70.23343, 2.411604, 11.92719, 101.8435
2013-05-23 14:45:28.3, 70.21878, 2.411668, 11.92722, 101.8435
2013-05-23 14:45:29.3, 70.24704, 2.411545, 11.92731, 101.8433
2013-05-23 14:45:30.3, 70.28757, 2.411369, 11.92802, 101.842
2013-05-23 14:45:31.4, 70.21481, 2.411685, 11.92819, 101.8394
2013-05-23 14:45:32.5, 70.18253, 2.411826, 11.92841, 101.8379
2013-05-23 14:45:34.2, 70.21121, 2.411701, 11.92828, 101.8367
2013-05-23 14:45:35.5, 70.2092, 2.41171, 11.92778, 101.8376
2013-05-23 14:45:36.6, 70.23141, 2.411613, 11.92763, 101.8374
2013-05-23 14:45:37.6, 70.21304, 2.411693, 11.92741, 101.8367
2013-05-23 14:45:38.6, 70.22433, 2.411644, 11.92683, 101.8369
2013-05-23 14:45:39.7, 70.16251, 2.411913, 11.92625, 101.8362
2013-05-23 14:45:40.8, 70.16733, 2.411892, 11.92567, 101.8379
2013-05-23 14:45:42.0, 70.09372, 2.412213, 11.9263, 101.8389
2013-05-23 14:45:43.0, 70.1716, 2.411874, 11.92746, 101.8401
2013-05-23 14:45:44.2, 70.24313, 2.411562, 11.92964, 101.8416
2013-05-23 14:45:45.3, 70.18478, 2.411816, 11.93228, 101.842
2013-05-23 14:45:46.5, 70.16794, 2.41189, 11.93513, 101.8455
2013-05-23 14:45:47.8, 70.13541, 2.412031, 11.93808, 101.8467
2013-05-23 14:45:48.9, 70.05844, 2.412367, 11.93979, 101.8486
2013-05-23 14:45:49.9, 70.07993, 2.412273, 11.9417, 101.8491
2013-05-23 14:45:51.0, 70.0961, 2.412203, 11.9437, 101.8496
2013-05-23 14:45:52.1, 70.21829, 2.41167, 11.94521, 101.8501
2013-05-23 14:45:53.2, 70.03641, 2.412463, 11.94678, 101.8499
2013-05-23 14:45:54.8, 70.00711, 2.412591, 11.94797, 101.8494
2013-05-23 14:45:55.9, 70.07285, 2.412304, 11.94814, 101.8469
2013-05-23 14:45:56.9, 70.09415, 2.412211, 11.94902, 101.8457
2013-05-23 14:45:58.0, 70.07388, 2.412299, 11.94939, 101.8452
2013-05-23 14:45:59.0, 70.22495, 2.411641, 11.94998, 101.8457
2013-05-23 14:46:00.1, 70.09634, 2.412202, 11.95009, 101.845
2013-05-23 14:46:01.2, 70.05905, 2.412364, 11.95013, 101.8455
2013-05-23 14:46:02.3, 70.03537, 2.412467, 11.94881, 101.8459
2013-05-23 14:46:03.3, 70.10416, 2.412168, 11.94681, 101.8455
2013-05-23 14:46:04.4, 70.10464, 2.412165, 11.94489, 101.8462
2013-05-23 14:46:05.5, 70.04013, 2.412447, 11.94278, 101.8464
2013-05-23 14:46:06.5, 70.00772, 2.412588, 11.94005, 101.8457
2013-05-23 14:46:07.6, 69.98398, 2.412691, 11.9371, 101.8447
2013-05-23 14:46:08.8, 70.04544, 2.412424, 11.9343, 101.8442
2013-05-23 14:46:10.0, 70.1221, 2.412089, 11.93124, 101.8462
2013-05-23 14:46:11.0, 70.07986, 2.412273, 11.92874, 101.844
2013-05-23 14:46:12.0, 70.15738, 2.411936, 11.92703, 101.8425
2013-05-23 14:46:13.1, 70.07773, 2.412283, 11.92546, 101.8411
2013-05-23 14:46:14.1, 70.07053, 2.412314, 11.92384, 101.8391
2013-05-23 14:46:15.1, 70.02744, 2.412502, 11.92209, 101.8381
2013-05-23 14:46:16.1, 70.09427, 2.412211, 11.92081, 101.8391
2013-05-23 14:46:17.2, 70.03763, 2.412457, 11.92067, 101.8396
2013-05-23 14:46:18.2, 70.00107, 2.412617, 11.92052, 101.8379
2013-05-23 14:46:19.4, 70.11166, 2.412135, 11.92004, 101.8376
2013-05-23 14:46:20.4, 70.12369, 2.412082, 11.91988, 101.8372
2013-05-23 14:46:21.4, 70.04099, 2.412443, 11.91954, 101.8386
2013-05-23 14:46:22.8, 70.18118, 2.411832, 11.91977, 101.8403
